id,price
0,3006.965667006925
1,5700.48998002254
2,9604.418092687229
3,3995.425791042363
4,1630.9881184677565
5,6062.500876118702
6,4763.722283060316
7,4308.191770950049
8,5377.8979510375175
9,15463.555794390333
10,4397.149932113192
11,831.8961082873725
12,3038.4317632292796
13,1595.8510080745098
14,2576.944736213254
15,1157.0114787800794
16,1514.4083056526874
17,3959.7402022036345
18,4024.025018028868
19,899.0916123219415
20,2143.041963287278
21,5225.981605758456
22,4172.739243773097
23,590.1494451990123
24,16236.90616923606
25,1128.727543184239
26,633.0330787395894
27,1034.5405186064324
28,1610.4300261427359
29,932.2200288803878
30,9937.273385744054
31,568.1736069195864
32,4110.332979643039
33,754.2492956075416
34,668.0870056093293
35,2524.2718193673295
36,6002.132969551148
37,2498.1731696690595
38,2850.687068394785
39,666.544545194971
40,499.35638620796203
41,8977.95242480133
42,867.2277031390538
43,1784.5977937918979
44,10110.805392091865
45,2469.2412843093093
46,942.2911801769768
47,838.6356444403021
48,1227.7790619424268
49,2875.714708700256
50,603.4852614426111
51,4649.984041285176
52,2861.308867483972
53,7076.380381437072
54,5433.799692021324
55,2224.987466224343
56,8947.080676799756
57,2380.8764908508674
58,4377.8801070982545
59,2820.483991041062
60,1224.6699301912558
61,511.3173993080019
62,7008.6273077559945
63,1149.7936983172276
64,8743.461975640534
65,17197.493431897165
66,909.3645855177784
67,12195.742704120512
68,5593.5020646608855
69,9308.037231672919
70,434.80222472720976
71,617.5555415339617
72,849.7030886132305
73,1299.3718984592174
74,5273.104925845256
75,1902.829624312035
76,8521.979878497772
77,14553.297652395067
78,2716.0290747809513
79,6424.384445850764
80,11300.27874288413
81,2073.0429326308886
82,14697.397994523275
83,6528.344818723362
84,902.2910731190327
85,7575.177236822519
86,1037.0544414720353
87,12677.111603867921
88,8495.564514513087
89,15214.773838903973
90,5032.569309622485
91,1354.1464746260535
92,982.7455405398641
93,877.8660447479857
94,10053.83610985013
95,523.1747813236991
96,14476.069730877443
97,15266.001244205589
98,12527.844991523365
99,724.7474885588831
100,2479.517898093461
101,750.181287727813
102,682.6208317018154
103,464.96398648481966
104,1062.034309220409
105,1685.1390374935609
106,1317.739177761483
107,729.4171764682997
108,1102.248854685774
109,724.3599524067663
110,587.418527634111
111,1018.6596604099852
112,1902.5402723628526
113,1647.7924002296984
114,1405.3755103938583
115,5026.478989020733
116,5277.283360679218
117,15620.753620595347
118,467.29373598255745
119,17332.745416449798
120,1347.9292210830176
121,1659.4220434741906
122,1138.9798497676557
123,511.1502593005108
124,701.2235341302587
125,1333.4203562723471
126,1086.706668163413
127,12980.124675551182
128,5390.059623936245
129,5170.717640689792
130,6497.968382937376
131,3188.456046590689
132,6758.92358834608
133,1076.9047914104772
134,3400.063960987217
135,1069.1158804635475
136,601.0963455319784
137,7162.189069484653
138,528.9975174898273
139,4332.603543492792
