id,price
0,2931.536762449431
1,5687.223062189574
2,9319.162741245553
3,4022.4323009063637
4,1640.5394470623123
5,6096.122553539565
6,4907.714123703782
7,4285.37824571396
8,5362.612652288766
9,15465.94291958537
10,4453.27069952353
11,855.0578898677777
12,2941.237468109804
13,1626.242406249771
14,2585.390287256509
15,1165.7430112321324
16,1544.3634347820798
17,3989.0481549659444
18,4136.235739973047
19,914.0724653167797
20,2056.6374882381906
21,5201.538250752881
22,4310.724734953737
23,579.6036425121052
24,15990.124734788642
25,1175.6671718121336
26,641.879210766129
27,1024.097574222328
28,1627.8949939295014
29,959.5818682070527
30,9758.229866823114
31,582.278027104448
32,4058.950151530292
33,769.2827268510551
34,655.3386519565732
35,2492.5372246008474
36,5898.0258670037865
37,2307.668921789856
38,2843.4004797178864
39,651.623166980467
40,515.4643819420107
41,8937.820047129186
42,869.2417029909847
43,1779.5208411364397
44,9927.020032131439
45,2526.2026435287626
46,919.3466949979693
47,879.4037274686468
48,1195.0511499846446
49,2884.2870503067643
50,599.5547354412595
51,4606.964710359643
52,2882.055193572338
53,7262.66405911318
54,5054.015000101711
55,2164.7205477413
56,9163.063386671221
57,2385.390682221385
58,4429.354844960158
59,2883.8258824435898
60,1193.5534280242998
61,519.6848460325963
62,6909.984228049829
63,1176.194373016323
64,8327.226414506988
65,16917.388182424107
66,924.7330078626601
67,11885.601793464884
68,5358.812229049314
69,9217.11405025167
70,423.3685235564578
71,614.6191850493808
72,874.3064567141863
73,1309.0965638911914
74,5185.990591881942
75,1885.268550656625
76,8484.513373004589
77,14722.894217697445
78,2736.515164802583
79,6473.550648224599
80,11434.124699131953
81,2096.3700279743975
82,14409.513029350153
83,6533.208810321289
84,883.2082619572778
85,7797.426338240346
86,1050.9512391960968
87,12764.374081045735
88,8426.506557615989
89,15417.322903259945
90,4853.368045832039
91,1381.7383187376145
92,1016.1316457221438
93,904.9868604167866
94,10785.846679103961
95,505.9762684673878
96,14537.313498175672
97,15068.576516850437
98,12320.189313763154
99,747.7858694108876
100,2525.613639896343
101,728.5282219059292
102,675.2516550873338
103,444.1785220712066
104,1026.571435773629
105,1616.4210977621824
106,1351.8104789655738
107,752.5172243340934
108,1093.4799398237521
109,722.6888905774895
110,636.2507371134118
111,1035.553471299582
112,1946.0981860136408
113,1680.0062726675853
114,1356.7039465969058
115,5020.525730428404
116,5207.330363330832
117,15003.799203906581
118,471.1698973257532
119,16914.35997292034
120,1365.088475004189
121,1676.7694019475696
122,1109.1175273206998
123,527.4068946458988
124,706.942150289264
125,1326.1943106373856
